id,centre_type,coordinates,country,region,county,postcode
,Hospital,SRID=4326;POINT (0.5068324811431797 52.58174697153562),United Kingdom,East of England,Norfolk,PE33 9BF
,Home,SRID=4326;POINT (-3.972215451827213 56.61490734574229),United Kingdom,Scotland,Perth and Kinross,PH15 2ND
,Home,SRID=4326;POINT (0.8627097467709373 52.31337547594086),United Kingdom,East of England,Suffolk,IP31 2DR
,Home,SRID=4326;POINT (-6.005355973245598 54.09168045406327),United Kingdom,Northern Ireland,"Newry, Mourne and Down",BT34 4HG
,GP clinic,SRID=4326;POINT (-4.514488573501479 56.66964629022494),United Kingdom,Scotland,Perth and Kinross,PH17 2QB
,GP clinic,SRID=4326;POINT (-3.50575291664653 57.19897158399295),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-1.565657747151419 51.60330139043724),United Kingdom,South East (England),Oxfordshire,SN7 7RR
,Hospital,SRID=4326;POINT (-3.396039887009811 54.44671014773378),United Kingdom,North West (England),Cumbria,CA20 1EE
,Other,SRID=4326;POINT (-4.472012057933932 56.37174998526166),United Kingdom,Scotland,Stirling,
,Hospital,SRID=4326;POINT (-3.569050599049593 56.8714042903867),United Kingdom,Scotland,Perth and Kinross,
,Hospital,SRID=4326;POINT (0.2391907191996516 52.19594243761551),United Kingdom,East of England,Cambridgeshire,CB21 5EU
,Hospital,SRID=4326;POINT (-1.979537788797932 54.73377185075869),United Kingdom,North East (England),County Durham,DL13 2QE
,GP clinic,SRID=4326;POINT (-2.04312698365716 54.53905063660732),United Kingdom,North East (England),County Durham,DL12 9JF
,Other,SRID=4326;POINT (-4.478877733366184 56.89593614351893),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-2.614617776641467 55.49607878741271),United Kingdom,Scotland,Scottish Borders,TD8 6UL
,GP clinic,SRID=4326;POINT (-3.692303624648729 53.1271910924176),United Kingdom,Wales,Conwy,LL22 8UY
,Hospital,SRID=4326;POINT (-6.809861412297401 54.36397980414617),United Kingdom,Northern Ireland,"Armagh City, Banbridge and Craigavon",BT60 4NR
,Drive through centre,SRID=4326;POINT (-6.788384941109697 58.16594045432279),United Kingdom,Scotland,Na h-Eileanan Siar,
,Other,SRID=4326;POINT (-4.008567839999648 58.00993903340319),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-1.063623177061332 54.20433380403782),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO62 5XX
,Other,SRID=4326;POINT (-0.1041327080075156 50.94691678463236),United Kingdom,South East (England),East Sussex,RH15 0SD
,Hospital,SRID=4326;POINT (-6.129828940725535 55.87215863408891),United Kingdom,Scotland,Argyll and Bute,PA46 7RN
,Drive through centre,SRID=4326;POINT (-2.199832410857658 52.56524350807972),United Kingdom,West Midlands (England),Staffordshire,WV4 4UL
,Hospital,SRID=4326;POINT (1.166512674033514 52.16512416193346),United Kingdom,East of England,Suffolk,IP6 9SE
,GP clinic,SRID=4326;POINT (-3.327257550072692 55.58651289622087),United Kingdom,Scotland,Scottish Borders,EH45 9JU
,GP clinic,SRID=4326;POINT (0.1444229947727749 53.16428976670662),United Kingdom,East Midlands (England),Lincolnshire,PE23 5PS
,Hospital,SRID=4326;POINT (-7.809812761275264 54.41747808370562),United Kingdom,Northern Ireland,Fermanagh and Omagh,BT93 6JX
,Home,SRID=4326;POINT (-0.3656365687514178 52.59456285506582),United Kingdom,East of England,Peterborough,PE6 7BD
,Drive through centre,SRID=4326;POINT (-0.2333920911525276 51.34461789174274),United Kingdom,South East (England),Surrey,KT17 3EE
,GP clinic,SRID=4326;POINT (-2.384751202535825 51.73293522003679),United Kingdom,South West (England),Gloucestershire,GL2 7BW
,Home,SRID=4326;POINT (-5.664217083027367 57.66640357172026),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-1.636906053579336 55.01788471545206),United Kingdom,North East (England),Newcastle upon Tyne,NE3 2LA
,Other,SRID=4326;POINT (-1.128975839444015 52.32706860861686),United Kingdom,East Midlands (England),Northamptonshire,NN6 7UE
,Home,SRID=4326;POINT (-0.2639146766300096 52.1358625162551),United Kingdom,East of England,Central Bedfordshire,SG19 2DD
,Other,SRID=4326;POINT (-3.353917239587906 58.47832433729506),United Kingdom,Scotland,Highland,KW1 5XL
,Home,SRID=4326;POINT (-3.802955204620418 56.24743189213163),United Kingdom,Scotland,Perth and Kinross,PH4 1QU
,Hospital,SRID=4326;POINT (-3.221704929870469 54.53293591094159),United Kingdom,North West (England),Cumbria,
,Hospital,SRID=4326;POINT (1.712759995880878 52.55090668590053),United Kingdom,East of England,Norfolk,NR31 9AP
,Home,SRID=4326;POINT (-6.13658901985008 55.67251121317765),United Kingdom,Scotland,Argyll and Bute,
,Hospital,SRID=4326;POINT (-2.924011971120533 57.36084250611786),United Kingdom,Scotland,Aberdeenshire,
,Other,SRID=4326;POINT (-2.324339016350791 54.54675256124524),United Kingdom,North West (England),Cumbria,CA17 4DD
,Home,SRID=4326;POINT (-2.964316764639012 51.10563170551878),United Kingdom,South West (England),Somerset,TA7 0AL
,Home,SRID=4326;POINT (-7.013405342522358 58.16442318376686),United Kingdom,Scotland,Na h-Eileanan Siar,HS2 9EU
,Hospital,SRID=4326;POINT (-0.7522585378486868 52.17130162079295),United Kingdom,East Midlands (England),Northamptonshire,NN7 1HN
,GP clinic,SRID=4326;POINT (-0.839571353193592 51.17775548425377),United Kingdom,South East (England),Hampshire,GU10 4LG
,Other,SRID=4326;POINT (-0.9575335285351096 52.00975223239113),United Kingdom,South East (England),Buckinghamshire,MK18 6AH
,Home,SRID=4326;POINT (-0.2471155844280686 52.9586385415323),United Kingdom,East Midlands (England),Lincolnshire,NG34 9LT
,Hospital,SRID=4326;POINT (-3.143990579263545 57.0163604913585),United Kingdom,Scotland,Aberdeenshire,
,Drive through centre,SRID=4326;POINT (-2.738631890622144 53.69277325987816),United Kingdom,North West (England),Lancashire,PR26 7UY
,Home,SRID=4326;POINT (-3.597558533225844 56.28953909403938),United Kingdom,Scotland,Perth and Kinross,PH2 0RA
,Other,SRID=4326;POINT (-4.579742325678717 52.14357565764223),United Kingdom,,,SA43 2DW
,Other,SRID=4326;POINT (-1.02186058800201 52.58885156198227),United Kingdom,East Midlands (England),Leicestershire,LE8 9GP
,Hospital,SRID=4326;POINT (-3.058509658655567 55.42950153106252),United Kingdom,Scotland,Scottish Borders,TD9 7NG
,Home,SRID=4326;POINT (0.08878937937829434 51.79937956492484),United Kingdom,East of England,Hertfordshire,CM20 2RG
,Other,SRID=4326;POINT (-2.099206305280669 52.15656081866227),United Kingdom,West Midlands (England),Worcestershire,WR10 2EZ
,Home,SRID=4326;POINT (-2.868398773190978 51.78867976570585),United Kingdom,Wales,Monmouthshire,NP15 2BZ
,Drive through centre,SRID=4326;POINT (-3.919899561859443 58.16377919032351),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-3.768160415499005 53.02622920179525),United Kingdom,Wales,Conwy,LL24 0AJ
,Home,SRID=4326;POINT (-1.82595733050012 54.49312107994455),United Kingdom,Yorkshire and The Humber,North Yorkshire,DL11 7QW
,Home,SRID=4326;POINT (-0.5935623516849127 51.34548061185257),United Kingdom,South East (England),Surrey,GU24 8BG
,Other,SRID=4326;POINT (-3.280931702299622 55.94614449995152),United Kingdom,Scotland,City of Edinburgh,EH12 6XL
,Drive through centre,SRID=4326;POINT (-3.98354955679156 52.0184212627094),United Kingdom,Wales,Carmarthenshire,SA19 7JU
,Home,SRID=4326;POINT (-3.501008879064634 55.54286100223734),United Kingdom,Scotland,Scottish Borders,
,Drive through centre,SRID=4326;POINT (-2.200303025465591 55.66928784798097),United Kingdom,North East (England),Northumberland,TD12 4UP
,Hospital,SRID=4326;POINT (-6.832979412657654 54.33859606836578),United Kingdom,Northern Ireland,"Armagh City, Banbridge and Craigavon",BT60 4RB
,Drive through centre,SRID=4326;POINT (-4.43538373217779 50.93546272204262),United Kingdom,South West (England),Devon,EX22 7RA
,Drive through centre,SRID=4326;POINT (-4.346843695128188 57.63957963959533),United Kingdom,,,IV16 9UX
,GP clinic,SRID=4326;POINT (-3.208000488137048 55.74992598941279),United Kingdom,Scotland,Scottish Borders,EH45 8QZ
,Other,SRID=4326;POINT (-0.575749402562816 51.97902590836586),United Kingdom,East of England,Central Bedfordshire,MK17 9DX
,Drive through centre,SRID=4326;POINT (-2.328413495069109 53.14246947474988),United Kingdom,North West (England),Cheshire East,CW11 4SX
,GP clinic,SRID=4326;POINT (-0.2370077061431575 53.5479558766508),United Kingdom,East Midlands (England),Lincolnshire,DN37 8NT
,Drive through centre,SRID=4326;POINT (-0.8125653098722259 51.39020403849754),United Kingdom,South East (England),Wokingham,RG40 3BG
,GP clinic,SRID=4326;POINT (-3.847742414176037 56.8768709082573),United Kingdom,Scotland,Perth and Kinross,
,Other,SRID=4326;POINT (-5.708339502074 56.78022397029022),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-3.320223948373217 53.09222277948052),United Kingdom,Wales,Denbighshire,LL15 2PN
,Hospital,SRID=4326;POINT (0.1916913658539841 52.31494755321609),United Kingdom,East of England,Cambridgeshire,CB24 8AH
,Home,SRID=4326;POINT (-1.134128362472091 51.8227434691031),United Kingdom,South East (England),Oxfordshire,OX33 1BS
,Drive through centre,SRID=4326;POINT (-2.044588105994866 52.99722771704697),United Kingdom,West Midlands (England),Staffordshire,ST10 2PF
,Other,SRID=4326;POINT (-2.321325351074953 57.39514247793896),United Kingdom,Scotland,Aberdeenshire,AB51 8TB
,Hospital,SRID=4326;POINT (-0.09630959053264121 53.74964228360341),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,HU12 9DH
,GP clinic,SRID=4326;POINT (-2.640249762337258 55.74027899262521),United Kingdom,Scotland,Scottish Borders,TD3 6NQ
,Drive through centre,SRID=4326;POINT (-3.1669273808798 51.62826437356787),United Kingdom,Wales,Caerphilly,NP11 7BB
,Hospital,SRID=4326;POINT (0.1981271007425232 52.29502352490761),United Kingdom,East of England,Cambridgeshire,CB25 9PQ
,Home,SRID=4326;POINT (-3.134967223919019 52.31494415494323),United Kingdom,Wales,Powys,LD7 1SH
,Hospital,SRID=4326;POINT (-1.941363980713929 52.6180745925986),United Kingdom,West Midlands (England),Walsall,WS4 1PE
,GP clinic,SRID=4326;POINT (-3.357858306252482 55.63643644648291),United Kingdom,Scotland,Scottish Borders,
,Drive through centre,SRID=4326;POINT (0.8792775037766773 52.02244951986638),United Kingdom,East of England,Suffolk,CO10 5JH
,Hospital,SRID=4326;POINT (-0.006467395910689788 50.9964274809957),United Kingdom,South East (England),East Sussex,TN22 3QH
,Drive through centre,SRID=4326;POINT (1.265311928803358 52.10288645426553),United Kingdom,East of England,Suffolk,IP13 6UG
,Drive through centre,SRID=4326;POINT (-3.913903023682003 52.08179300038739),United Kingdom,Wales,Carmarthenshire,SA19 8YB
,GP clinic,SRID=4326;POINT (-4.536977309378356 52.00310809238707),United Kingdom,Wales,Pembrokeshire,SA37 0LW
,GP clinic,SRID=4326;POINT (-1.904279562812313 53.85328592834384),United Kingdom,Yorkshire and The Humber,Bradford,BD21 5QX
,GP clinic,SRID=4326;POINT (-0.4058245353132568 51.1540854560886),United Kingdom,South East (England),Surrey,RH5 5SN
,Drive through centre,SRID=4326;POINT (-4.513917922489153 50.65675770032388),United Kingdom,South West (England),Cornwall,PL15 8TB
,Other,SRID=4326;POINT (-4.1642295234113 58.37629235965056),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (-3.149203389225265 52.42642784513213),United Kingdom,West Midlands (England),Shropshire,SY7 8PH
,Hospital,SRID=4326;POINT (-3.284249735369056 53.21447257297778),United Kingdom,Wales,Flintshire,CH7 5RU
,Other,SRID=4326;POINT (-4.758853831812811 57.04019668499421),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (-1.251021131810699 53.77434271432784),United Kingdom,Yorkshire and The Humber,North Yorkshire,LS25 5NG
,Other,SRID=4326;POINT (-6.440321480726521 54.31189154821249),United Kingdom,Northern Ireland,"Armagh City, Banbridge and Craigavon",BT62 2HZ
,GP clinic,SRID=4326;POINT (-3.807990956342898 56.93942632587612),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-0.985855729349848 52.87325561559192),United Kingdom,East Midlands (England),Nottinghamshire,NG12 3EF
,Home,SRID=4326;POINT (-0.00683680198926595 52.72861614753477),United Kingdom,East Midlands (England),Lincolnshire,PE12 0RY
,GP clinic,SRID=4326;POINT (-3.582056208214729 57.61691629935244),United Kingdom,Scotland,Moray,IV36 1FD
,Home,SRID=4326;POINT (-6.226303649970386 54.16285367738386),United Kingdom,Northern Ireland,"Newry, Mourne and Down",BT34 2EZ
,Drive through centre,SRID=4326;POINT (-2.673249107614732 55.85465009393948),United Kingdom,Scotland,East Lothian,
,Hospital,SRID=4326;POINT (-2.335237846235561 54.68121910517792),United Kingdom,North East (England),County Durham,
,Hospital,SRID=4326;POINT (-2.206317367782947 53.85963679951446),United Kingdom,North West (England),Lancashire,BB9 6BH
,Home,SRID=4326;POINT (-5.812233773547783 54.72304862782995),United Kingdom,Northern Ireland,Mid and East Antrim,BT38 8NN
,Drive through centre,SRID=4326;POINT (-0.9956862478344579 54.38063567530024),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO62 7LH
,Home,SRID=4326;POINT (-4.1636662732682 53.03390189536353),United Kingdom,Wales,Gwynedd,
,Home,SRID=4326;POINT (-2.666864853099821 52.48124032149649),United Kingdom,West Midlands (England),Shropshire,SY7 9HL
,Drive through centre,SRID=4326;POINT (-2.171695720869457 54.59374683246315),United Kingdom,North East (England),County Durham,DL12 0PA
,Drive through centre,SRID=4326;POINT (-1.766440793481024 53.61807799163238),United Kingdom,Yorkshire and The Humber,Kirklees,HD4 6TA
,GP clinic,SRID=4326;POINT (-2.365402612419754 53.55338590034202),United Kingdom,North West (England),Bury,M26 1FJ
,Drive through centre,SRID=4326;POINT (-4.927793972648399 56.11194894936487),United Kingdom,Scotland,Argyll and Bute,PA24 8AF
,Home,SRID=4326;POINT (-4.074295885471275 56.46402630321776),United Kingdom,Scotland,Perth and Kinross,
,GP clinic,SRID=4326;POINT (-1.609081801753924 54.96660987683865),United Kingdom,North East (England),,NE1 3RN
,Other,SRID=4326;POINT (1.556781639384131 52.15431607607946),United Kingdom,East of England,,IP12 2EY
,Hospital,SRID=4326;POINT (-6.598069903964169 54.52152118386132),United Kingdom,Northern Ireland,Mid Ulster,BT71 4QX
,Home,SRID=4326;POINT (-6.465511881551616 58.38341131414531),United Kingdom,Scotland,Na h-Eileanan Siar,HS2 0RG
,GP clinic,SRID=4326;POINT (-2.740676376005111 50.79516258232934),United Kingdom,South West (England),Dorset,DT8 3LZ
,Drive through centre,SRID=4326;POINT (-3.704843817321038 58.5009778157372),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-3.263532772424345 55.04992598264737),United Kingdom,Scotland,Dumfries and Galloway,DG11 3BZ
,GP clinic,SRID=4326;POINT (-1.922516132109488 53.00857533690806),United Kingdom,West Midlands (England),Staffordshire,ST10 3EA
,Home,SRID=4326;POINT (-2.827069093398062 53.90673701005238),United Kingdom,North West (England),Lancashire,PR3 0LT
,GP clinic,SRID=4326;POINT (-4.637995939107917 52.08987962622608),United Kingdom,Wales,Ceredigion,SA43 1QU
,Home,SRID=4326;POINT (-2.015992800262776 57.65963320476076),United Kingdom,Scotland,Aberdeenshire,AB43 8TX
,Other,SRID=4326;POINT (-3.6965178788971 52.44273743997929),United Kingdom,Wales,Powys,SY18 6SY
,Hospital,SRID=4326;POINT (-2.231842239125455 52.53703549391438),United Kingdom,West Midlands (England),Staffordshire,WV5 7HT
,Home,SRID=4326;POINT (-2.662983978234686 52.25193047388627),United Kingdom,West Midlands (England),"Herefordshire, County of",HR6 0HL
,GP clinic,SRID=4326;POINT (-3.359135213487739 56.80280307295731),United Kingdom,Scotland,Perth and Kinross,
,Hospital,SRID=4326;POINT (-3.228816527101269 51.42493979318419),United Kingdom,Wales,Vale of Glamorgan,CF63 2BA
,Other,SRID=4326;POINT (-3.769613585958104 56.90699225825192),United Kingdom,Scotland,Perth and Kinross,
,GP clinic,SRID=4326;POINT (-3.073326537673262 55.56068717059327),United Kingdom,Scotland,Scottish Borders,
,Home,SRID=4326;POINT (-5.556726158340545 57.21289817791404),United Kingdom,Scotland,Highland,IV40 8LA
,Other,SRID=4326;POINT (-5.262382673878922 57.78791622457001),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (1.397563058737573 52.10484403119323),United Kingdom,East of England,Suffolk,IP12 2RY
,GP clinic,SRID=4326;POINT (-3.149469215531548 55.78012700221453),United Kingdom,Scotland,Midlothian,EH23 4SY
,Drive through centre,SRID=4326;POINT (-0.2124959869342442 51.82553813392686),United Kingdom,East of England,Hertfordshire,AL6 9JE
,Drive through centre,SRID=4326;POINT (-1.511518928362669 54.26287954565668),United Kingdom,Yorkshire and The Humber,North Yorkshire,DL8 2JQ
,Home,SRID=4326;POINT (-3.167374274353443 56.6906364585321),United Kingdom,Scotland,Angus,DD8 5JA
,Home,SRID=4326;POINT (-4.063473658738793 54.79445292889597),United Kingdom,,,DG6 4XJ
,Drive through centre,SRID=4326;POINT (-4.380045838186611 53.3334430805904),United Kingdom,Wales,Isle of Anglesey,LL71 7BD
,Home,SRID=4326;POINT (-2.540232825255917 56.81177568334002),United Kingdom,Scotland,Aberdeenshire,AB30 1PS
,Hospital,SRID=4326;POINT (-2.452204240943837 50.7784482766573),United Kingdom,South West (England),Dorset,DT2 7SH
,Drive through centre,SRID=4326;POINT (-4.701273110093106 55.29581025617079),United Kingdom,Scotland,South Ayrshire,KA19 8LU
,GP clinic,SRID=4326;POINT (-0.4695104975355768 52.08052526925565),United Kingdom,East of England,Central Bedfordshire,MK45 3NQ
,Other,SRID=4326;POINT (0.2719187670430028 52.34735137126913),United Kingdom,East of England,Cambridgeshire,CB7 5YF
,Home,SRID=4326;POINT (-2.489206655170517 51.67233459257765),United Kingdom,South West (England),Gloucestershire,GL13 9QX
,Home,SRID=4326;POINT (-4.033348367810181 57.48629096586154),United Kingdom,Scotland,Highland,IV2 5EG
,GP clinic,SRID=4326;POINT (-0.5590080532135859 53.55843133819853),United Kingdom,Yorkshire and The Humber,North Lincolnshire,DN20 0AQ
,Drive through centre,SRID=4326;POINT (-6.999246163852054 55.04306909758709),United Kingdom,Northern Ireland,Causeway Coast and Glens,BT49 9JY
,Drive through centre,SRID=4326;POINT (-2.226629747461215 53.48725880394219),United Kingdom,North West (England),Manchester,M99 1AD
,Other,SRID=4326;POINT (-3.054608604589474 50.99240298019712),United Kingdom,South West (England),Somerset,TA3 5BX
,Other,SRID=4326;POINT (-0.4644833065759846 54.21246963380477),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO12 4SH
,Hospital,SRID=4326;POINT (-0.6370689011657102 52.57683739035521),United Kingdom,East Midlands (England),Rutland,NN17 3AA
,Hospital,SRID=4326;POINT (-3.865317871954546 50.38040191844843),United Kingdom,South West (England),Devon,PL21 0HJ
,Other,SRID=4326;POINT (-4.898591028881233 54.90420911951142),United Kingdom,Scotland,Dumfries and Galloway,DG9 8SL
,Other,SRID=4326;POINT (-1.734820383286557 54.89355074753443),United Kingdom,North East (England),County Durham,NE16 6DB
,Other,SRID=4326;POINT (-4.986588555619129 56.4276251503268),United Kingdom,Scotland,Argyll and Bute,PA33 1AP
,Drive through centre,SRID=4326;POINT (0.9361706398649741 51.91022875133319),United Kingdom,East of England,Essex,CO4 0JQ
,Hospital,SRID=4326;POINT (-4.479231338230154 54.93766589154742),United Kingdom,Scotland,Dumfries and Galloway,DG8 6QE
,Other,SRID=4326;POINT (-1.619570332509179 53.43804064539365),United Kingdom,Yorkshire and The Humber,Sheffield,S6 6JN
,Home,SRID=4326;POINT (-3.463536948093076 51.70882598384996),United Kingdom,Wales,Rhondda Cynon Taf,CF44 7PT
,GP clinic,SRID=4326;POINT (-3.403558021266774 51.84921659073867),United Kingdom,Wales,Powys,
,Home,SRID=4326;POINT (-3.826756623099883 50.57544330193838),United Kingdom,South West (England),Devon,TQ13 7TU
,Drive through centre,SRID=4326;POINT (0.8734815728326009 51.01044073762829),United Kingdom,South East (England),Kent,TN29 0AY
,Home,SRID=4326;POINT (-3.448331055347712 55.51675986080335),United Kingdom,Scotland,Scottish Borders,ML12 6QP
,Other,SRID=4326;POINT (-0.5468900716862679 54.39441539234815),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO22 4US
,Drive through centre,SRID=4326;POINT (-4.812340108242456 57.23846407423827),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-4.841271319237404 58.54111034628227),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-4.146848739379092 56.41974184935815),United Kingdom,Scotland,Perth and Kinross,
,Home,SRID=4326;POINT (-5.88629166704768 57.13001495825404),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (0.3791905146223176 51.71912485990857),United Kingdom,East of England,Essex,CM1 3SR
,Other,SRID=4326;POINT (-5.513362751817446 57.70291293640011),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-5.391918502616078 57.84962643058192),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-3.906143430916076 57.3475178830344),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-3.114688681524381 52.93104954463104),United Kingdom,Wales,Wrexham,SY10 7NF
,Other,SRID=4326;POINT (-6.355695175508307 57.31258708025893),United Kingdom,,,IV47 8SH
,Drive through centre,SRID=4326;POINT (-3.770745276288788 52.57183665940459),United Kingdom,Wales,Powys,SY20 8SF
,Home,SRID=4326;POINT (-2.276094262350091 55.75961696493636),United Kingdom,Scotland,Scottish Borders,TD11 3LU
,Drive through centre,SRID=4326;POINT (-1.741763829546768 50.78369081676022),United Kingdom,South East (England),Hampshire,BH23 8AP
,Other,SRID=4326;POINT (-0.5740799454173882 54.01328464485053),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,YO25 9YJ
,Home,SRID=4326;POINT (1.084622127034832 51.30966772708651),United Kingdom,South East (England),Kent,CT2 9NN
,Other,SRID=4326;POINT (-3.929477908318789 54.88703348389481),United Kingdom,Scotland,Dumfries and Galloway,DG7 1SS
,Drive through centre,SRID=4326;POINT (-4.581371910221882 57.82463919311152),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (0.06636268294384351 51.23728815953857),United Kingdom,South East (England),Kent,TN8 6RP
,Drive through centre,SRID=4326;POINT (-1.600281037221802 51.41511185207543),United Kingdom,South West (England),Wiltshire,SN8 3HU
,Other,SRID=4326;POINT (-3.823459386734177 50.85984943606336),United Kingdom,South West (England),Devon,EX17 6AL
,Drive through centre,SRID=4326;POINT (-4.772947826881858 51.95853013273939),United Kingdom,Wales,Pembrokeshire,SA41 3TU
,Hospital,SRID=4326;POINT (-3.484681560924503 56.6088179077188),United Kingdom,Scotland,Perth and Kinross,PH8 0HD
,Other,SRID=4326;POINT (0.0761401864356408 52.77502146048098),United Kingdom,East Midlands (England),Lincolnshire,PE12 0DG
,Drive through centre,SRID=4326;POINT (-4.08981605476916 56.29794946972949),United Kingdom,Scotland,Perth and Kinross,
,Home,SRID=4326;POINT (-0.4605108095226278 54.12689879359095),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO25 3BJ
,Drive through centre,SRID=4326;POINT (-3.510537060590793 55.50037778126733),United Kingdom,Scotland,Scottish Borders,
,Drive through centre,SRID=4326;POINT (-6.477133886728849 55.03833457669734),United Kingdom,Northern Ireland,Causeway Coast and Glens,BT53 7DG
,Other,SRID=4326;POINT (1.176077810441869 52.34829534010598),United Kingdom,East of England,Suffolk,IP21 4BW
,Home,SRID=4326;POINT (-3.208015098507031 52.97972765653142),United Kingdom,Wales,Denbighshire,LL20 8AJ
,GP clinic,SRID=4326;POINT (-1.172831928472314 51.47401485186096),United Kingdom,South East (England),West Berkshire,RG8 8QT
,Drive through centre,SRID=4326;POINT (-6.546930810335134 55.09181012640924),United Kingdom,Northern Ireland,Causeway Coast and Glens,BT53 6QN
,Drive through centre,SRID=4326;POINT (0.378364754688814 52.74674252646216),United Kingdom,East of England,Norfolk,PE34 3LN
,Other,SRID=4326;POINT (-3.248349437862782 56.6183731635556),United Kingdom,Scotland,Perth and Kinross,PH11 8JF
,Drive through centre,SRID=4326;POINT (-1.380160422812435 54.86905784604718),United Kingdom,North East (England),Sunderland,SR2 0EG
,GP clinic,SRID=4326;POINT (-6.398436160892735 58.42981713269664),United Kingdom,Scotland,Na h-Eileanan Siar,HS2 0SG
,Hospital,SRID=4326;POINT (-6.346631186599755 55.85180967497117),United Kingdom,Scotland,Argyll and Bute,PA44 7PP
,Hospital,SRID=4326;POINT (-1.798348949537981 51.06520632721496),United Kingdom,South West (England),Wiltshire,SP1 2EZ
,Drive through centre,SRID=4326;POINT (-5.256514458407893 56.63295933408538),United Kingdom,Scotland,Highland,PA38 4BT
,GP clinic,SRID=4326;POINT (-0.168304579788737 53.75695970419156),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,HU12 8SX
,Other,SRID=4326;POINT (-3.621286239316777 55.83560509218439),United Kingdom,Scotland,West Lothian,EH55 8FD
,GP clinic,SRID=4326;POINT (-0.7329910573530727 51.38300385279244),United Kingdom,South East (England),Bracknell Forest,RG12 0SL
,GP clinic,SRID=4326;POINT (-6.918793602285753 58.18555402803788),United Kingdom,Scotland,Na h-Eileanan Siar,HS2 9HL
,GP clinic,SRID=4326;POINT (-0.1659087207819567 52.204444540192),United Kingdom,East of England,Cambridgeshire,PE19 6TX
,GP clinic,SRID=4326;POINT (-6.152749424087228 54.70073298061276),United Kingdom,Northern Ireland,Antrim and Newtownabbey,BT41 2EZ
,GP clinic,SRID=4326;POINT (-3.03540460288936 57.47102343202643),United Kingdom,Scotland,Moray,AB55 5PR
,Other,SRID=4326;POINT (-4.381374363150043 58.13195722053165),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-4.435685366539781 53.39424940152255),United Kingdom,Wales,Isle of Anglesey,LL66 0AY
,Hospital,SRID=4326;POINT (-1.195844597552292 54.17745935844767),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO61 4QQ
,GP clinic,SRID=4326;POINT (-4.220254242814913 56.15363536371221),United Kingdom,Scotland,Stirling,
,Other,SRID=4326;POINT (-2.047254277529841 51.71385727429195),United Kingdom,South West (England),Gloucestershire,GL7 6LA
,GP clinic,SRID=4326;POINT (-0.2351679022305149 54.0129764724794),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,YO25 8PR
,Drive through centre,SRID=4326;POINT (-4.670844705345507 50.60872224833643),United Kingdom,South West (England),Cornwall,PL32 9QH
,Hospital,SRID=4326;POINT (-3.476329101121684 58.51256304036464),United Kingdom,Scotland,Highland,KW12 6WD
,Hospital,SRID=4326;POINT (1.423997183093997 52.26724594809076),United Kingdom,East of England,Suffolk,IP17 2EU
,Home,SRID=4326;POINT (0.2128844781233159 51.84192654966648),United Kingdom,East of England,Essex,CM22 7UG
,Other,SRID=4326;POINT (-0.5749222083709471 54.3706399706914),United Kingdom,Yorkshire and The Humber,North Yorkshire,
,GP clinic,SRID=4326;POINT (-5.242559081053557 57.64443178144335),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (-0.6243682610982493 53.22032648725133),United Kingdom,East Midlands (England),Lincolnshire,LN6 4RP
,Drive through centre,SRID=4326;POINT (-1.875228507282913 53.18639286142105),United Kingdom,West Midlands (England),Staffordshire,SK17 0PU
,Home,SRID=4326;POINT (-1.348982335307549 50.98714573727683),United Kingdom,South East (England),Hampshire,SO50 4NA
,Home,SRID=4326;POINT (-1.485735835494165 51.60693221650993),United Kingdom,South East (England),Oxfordshire,OX12 9PF
