id,centre_type,coordinates,country,region,county,postcode
,Hospital,SRID=4326;POINT (-3.042657758640899 51.53914961718925),United Kingdom,Wales,Newport,NP10 8FS
,Other,SRID=4326;POINT (-3.758208552011265 50.92833454821508),United Kingdom,South West (England),Devon,EX17 4SW
,Drive through centre,SRID=4326;POINT (0.2528046039412484 52.74697808073738),United Kingdom,East of England,Norfolk,PE14 7NB
,Hospital,SRID=4326;POINT (-4.495237645693996 58.14275750051694),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-3.191970816601881 52.21345654688464),United Kingdom,Wales,Powys,LD8 2TN
,Hospital,SRID=4326;POINT (-3.424465638102506 57.04584511307362),United Kingdom,Scotland,Aberdeenshire,
,Home,SRID=4326;POINT (-3.657524977635155 55.43031732497896),United Kingdom,Scotland,South Lanarkshire,ML12 6TG
,Other,SRID=4326;POINT (-4.670738210365931 56.34286886818187),United Kingdom,Scotland,Stirling,
,GP clinic,SRID=4326;POINT (-7.266778572569104 54.54895803731957),United Kingdom,Northern Ireland,Fermanagh and Omagh,BT78 1UD
,Drive through centre,SRID=4326;POINT (-2.826523330184504 52.44735790441069),United Kingdom,West Midlands (England),Shropshire,SY7 9JQ
,Drive through centre,SRID=4326;POINT (-1.706796624641803 52.6028316680781),United Kingdom,West Midlands (England),Staffordshire,B78 3TP
,Drive through centre,SRID=4326;POINT (-0.5065495954412587 51.73069625201065),United Kingdom,East of England,Hertfordshire,HP3 0JJ
,Drive through centre,SRID=4326;POINT (-2.744237464403303 54.91076954280853),United Kingdom,North West (England),Cumbria,CA8 9JL
,Drive through centre,SRID=4326;POINT (-3.203175079789801 55.21104955616651),United Kingdom,Scotland,Dumfries and Galloway,DG13 0PQ
,Drive through centre,SRID=4326;POINT (-4.013444251359456 56.01956784844455),United Kingdom,Scotland,Falkirk,FK6 5JG
,Drive through centre,SRID=4326;POINT (-0.2421564095153377 54.07710902559069),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,YO16 4UL
,Drive through centre,SRID=4326;POINT (1.173109214057064 52.48787655296669),United Kingdom,East of England,Norfolk,NR16 1LW
,Other,SRID=4326;POINT (-2.643247723439882 55.36516356084917),United Kingdom,Scotland,Scottish Borders,TD9 9TP
,GP clinic,SRID=4326;POINT (-1.621909172149222 51.85811040292938),United Kingdom,South East (England),Oxfordshire,OX7 6RF
,Drive through centre,SRID=4326;POINT (-3.360335180058293 52.46992739827577),United Kingdom,Wales,Powys,SY16 4JW
,GP clinic,SRID=4326;POINT (-5.830836432197545 54.56623830178826),United Kingdom,Northern Ireland,Lisburn and Castlereagh,BT5 7SS
,Hospital,SRID=4326;POINT (-4.592622424517609 56.92313402843576),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-1.696196780744507 53.69608131318944),United Kingdom,Yorkshire and The Humber,Kirklees,WF15 7DN
,Drive through centre,SRID=4326;POINT (-2.523642746664038 50.7115329455955),United Kingdom,South West (England),Dorset,DT2 9EA
,Other,SRID=4326;POINT (-6.621406033231487 54.43037995000276),United Kingdom,Northern Ireland,"Armagh City, Banbridge and Craigavon",BT61 8PR
,Other,SRID=4326;POINT (-3.981070179794259 50.66620630990641),United Kingdom,South West (England),Devon,
,Hospital,SRID=4326;POINT (-3.030113727154327 55.8963882477488),United Kingdom,Scotland,Midlothian,EH22 2FT
,Hospital,SRID=4326;POINT (0.6309806279285315 52.67822260801618),United Kingdom,East of England,Norfolk,PE32 1HY
,Drive through centre,SRID=4326;POINT (-1.53798772817216 50.9883083817896),United Kingdom,South East (England),Hampshire,SO51 6ZA
,GP clinic,SRID=4326;POINT (-3.515788253334127 55.40978618473065),United Kingdom,Scotland,South Lanarkshire,DG10 9SR
,Hospital,SRID=4326;POINT (-1.635249948497415 54.54096811185358),United Kingdom,North East (England),Darlington,DL2 2ND
,Home,SRID=4326;POINT (-6.226927469261033 57.27132084058021),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (-3.823377698818613 58.5681536726357),United Kingdom,Scotland,,KW14 7RN
,Home,SRID=4326;POINT (-5.683200949071372 56.8420506135696),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-2.400646475012946 56.85586349352786),United Kingdom,Scotland,Aberdeenshire,AB30 1JB
,Hospital,SRID=4326;POINT (-2.387433255351684 50.77949373672891),United Kingdom,South West (England),Dorset,DT2 7TJ
,Hospital,SRID=4326;POINT (-2.605162575893568 54.51282124222777),United Kingdom,North West (England),Cumbria,CA10 3JD
,Other,SRID=4326;POINT (-2.789980527516173 56.6935234333753),United Kingdom,Scotland,Angus,DD8 3TE
,Hospital,SRID=4326;POINT (-3.969234496071278 52.50109331829908),United Kingdom,Wales,Ceredigion,SY20 8JS
,Other,SRID=4326;POINT (-3.124557058405332 52.55765416737857),United Kingdom,Wales,Powys,SY15 6UL
,GP clinic,SRID=4326;POINT (-4.486934553689524 56.59152841419843),United Kingdom,Scotland,Perth and Kinross,
,Home,SRID=4326;POINT (-2.512912772489486 52.0572796970923),United Kingdom,West Midlands (England),"Herefordshire, County of",HR8 2SF
,Other,SRID=4326;POINT (-3.192354005843042 56.48727846592679),United Kingdom,Scotland,Perth and Kinross,PH14 9SZ
,Drive through centre,SRID=4326;POINT (-2.172171523092876 52.83493681302695),United Kingdom,West Midlands (England),Staffordshire,ST18 9PR
,Home,SRID=4326;POINT (-2.868804707811149 53.05929489763941),United Kingdom,Wales,Cheshire West and Chester,CH3 6PD
,Hospital,SRID=4326;POINT (0.4066933475050867 50.96979685205255),United Kingdom,South East (England),East Sussex,TN32 5HD
,Home,SRID=4326;POINT (1.109161550208039 52.63842463909513),United Kingdom,East of England,Norfolk,NR9 5DE
,GP clinic,SRID=4326;POINT (-3.656335108851632 55.1513219769523),United Kingdom,Scotland,Dumfries and Galloway,DG2 0XY
,GP clinic,SRID=4326;POINT (-0.7095443054872375 52.72406029883111),United Kingdom,East Midlands (England),Rutland,LE15 7LX
,Hospital,SRID=4326;POINT (-6.082557027522418 55.15045610092596),United Kingdom,Northern Ireland,Causeway Coast and Glens,
,Other,SRID=4326;POINT (-1.751554481462669 54.82139415996359),United Kingdom,North East (England),County Durham,DH7 0PP
,Other,SRID=4326;POINT (-1.416879148920827 52.57972554062543),United Kingdom,East Midlands (England),Leicestershire,CV13 6JD
,Drive through centre,SRID=4326;POINT (-3.586738044577221 52.87287349647129),United Kingdom,Wales,Gwynedd,
,Other,SRID=4326;POINT (-4.087306298190906 56.62273128113849),United Kingdom,Scotland,Perth and Kinross,
,GP clinic,SRID=4326;POINT (-3.434393883675305 51.44885801378005),United Kingdom,Wales,Vale of Glamorgan,CF71 7HY
,Hospital,SRID=4326;POINT (-4.500886266947245 58.39400595798072),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-5.650081080182719 57.32927966726182),United Kingdom,Scotland,Highland,IV52 8TP
,Hospital,SRID=4326;POINT (-1.328328101156135 51.93540072075262),United Kingdom,South East (England),Oxfordshire,OX25 5QG
,GP clinic,SRID=4326;POINT (-2.001861215244741 52.18368787015963),United Kingdom,West Midlands (England),Worcestershire,WR10 2NR
,GP clinic,SRID=4326;POINT (-4.188083732368616 57.87635812296212),United Kingdom,Scotland,Highland,IV25 3RJ
,Home,SRID=4326;POINT (-4.24076092029581 58.47918120485809),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (-3.384158929856566 55.04433689171378),United Kingdom,Scotland,Dumfries and Galloway,DG11 1DR
,GP clinic,SRID=4326;POINT (-0.293518246803762 53.58675690351728),United Kingdom,East Midlands (England),Lincolnshire,DN41 8FB
,Other,SRID=4326;POINT (-1.514523753494203 50.95315468766743),United Kingdom,South East (England),Hampshire,SO51 6AB
,Other,SRID=4326;POINT (-2.568308418534072 52.17056686874147),United Kingdom,West Midlands (England),"Herefordshire, County of",HR7 4SQ
,Home,SRID=4326;POINT (-3.760599818282101 53.12797543233859),United Kingdom,Wales,Conwy,LL26 0TR
,Other,SRID=4326;POINT (-3.122388397614274 53.21996304513856),United Kingdom,Wales,Flintshire,CH7 6DG
,Home,SRID=4326;POINT (-1.27349220765628 54.43391365219342),United Kingdom,Yorkshire and The Humber,North Yorkshire,DL6 3HX
,GP clinic,SRID=4326;POINT (-1.069097370091249 51.79069331726328),United Kingdom,South East (England),Buckinghamshire,HP18 9UL
,Hospital,SRID=4326;POINT (-2.295077635158977 55.67283635364777),United Kingdom,Scotland,Scottish Borders,TD12 4HZ
,Hospital,SRID=4326;POINT (0.1237479093953535 50.79070737196584),United Kingdom,South East (England),East Sussex,BN25 3EQ
,Other,SRID=4326;POINT (-1.655091806438463 53.13768502131789),United Kingdom,East Midlands (England),Derbyshire,DE4 2DD
,Hospital,SRID=4326;POINT (-0.4733250782250034 52.20373810040259),United Kingdom,East of England,Bedford,MK44 2DH
,Hospital,SRID=4326;POINT (-5.068362624701868 57.18317925292845),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (0.2327503641146507 50.84286658404742),United Kingdom,South East (England),East Sussex,BN27 3PH
,Other,SRID=4326;POINT (-1.405015219447646 51.16470080142516),United Kingdom,South East (England),Hampshire,SO20 6BP
,Hospital,SRID=4326;POINT (-2.151892240076518 53.60841041522045),United Kingdom,North West (England),Rochdale,OL11 1JY
,Drive through centre,SRID=4326;POINT (-4.152224852681772 55.38732108100308),United Kingdom,Scotland,East Ayrshire,KA18 4NW
,GP clinic,SRID=4326;POINT (-3.861775442594641 55.19770929968868),United Kingdom,Scotland,Dumfries and Galloway,DG3 4HB
,Other,SRID=4326;POINT (-3.712339274318462 50.52534317845563),United Kingdom,South West (England),Devon,TQ12 6PE
,GP clinic,SRID=4326;POINT (-5.991655580559272 54.06634555126038),United Kingdom,Northern Ireland,"Newry, Mourne and Down",BT34 4NG
,Home,SRID=4326;POINT (-3.387073662351439 58.58680485878587),United Kingdom,Scotland,Highland,KW14 8UA
,Hospital,SRID=4326;POINT (-1.345085411906715 50.82908817678304),United Kingdom,South East (England),Hampshire,SO45 1DP
,Home,SRID=4326;POINT (-2.840488500296234 53.03309407824698),United Kingdom,North West (England),Cheshire West and Chester,SY14 7BS
,Other,SRID=4326;POINT (-1.480896540961092 52.45725238902789),United Kingdom,West Midlands (England),Coventry,CV6 6RH
,Hospital,SRID=4326;POINT (-1.68063083863544 55.00555892609177),United Kingdom,North East (England),Newcastle upon Tyne,NE5 4LB
,Drive through centre,SRID=4326;POINT (-2.769737692136207 51.17576829278595),United Kingdom,South West (England),Somerset,BA6 9FQ
,Home,SRID=4326;POINT (-2.686161739334361 51.47262311019413),United Kingdom,South West (England),North Somerset,BS20 0QQ
,Drive through centre,SRID=4326;POINT (-4.49758582436835 55.59250795620316),United Kingdom,Scotland,East Ayrshire,KA1 4EA
,Other,SRID=4326;POINT (-3.900727164754485 56.43814142566988),United Kingdom,Scotland,Perth and Kinross,
,GP clinic,SRID=4326;POINT (-6.082842117753557 56.73953797769998),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (0.03030412042929598 52.42401381020576),United Kingdom,East of England,Cambridgeshire,PE28 3DR
,Drive through centre,SRID=4326;POINT (-2.749979393233492 57.26277537765883),United Kingdom,Scotland,Aberdeenshire,AB33 8QR
,Hospital,SRID=4326;POINT (-4.434142870329925 57.65586540692624),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-4.120482276751474 57.29014788913997),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-3.937345120659946 57.0757753858346),United Kingdom,Scotland,Highland,PH21 1NX
,Other,SRID=4326;POINT (-6.379029339685999 58.24969606688541),United Kingdom,Scotland,Na h-Eileanan Siar,HS2 0EN
,Other,SRID=4326;POINT (-5.245091397896643 57.37147069969511),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-3.972474330046653 52.94752914372957),United Kingdom,Wales,Gwynedd,LL41 4HF
,Other,SRID=4326;POINT (-2.318278297096241 52.16036802180394),United Kingdom,West Midlands (England),Worcestershire,WR13 5DQ
,Drive through centre,SRID=4326;POINT (0.06719168402210762 52.21351783113001),United Kingdom,East of England,Cambridgeshire,CB23 7PJ
,GP clinic,SRID=4326;POINT (-3.729397641212536 51.85245831226963),United Kingdom,Wales,Powys,
,GP clinic,SRID=4326;POINT (-0.9496754213812668 54.496802426176),United Kingdom,North East (England),Redcar and Cleveland,TS12 3LL
,Drive through centre,SRID=4326;POINT (-2.112850209966867 54.10549741695595),United Kingdom,Yorkshire and The Humber,North Yorkshire,BD24 9PS
,Home,SRID=4326;POINT (-0.7073273679776078 51.35958934951736),United Kingdom,South East (England),Surrey,GU19 5EP
,GP clinic,SRID=4326;POINT (-2.440051113886126 53.54348409189053),United Kingdom,North West (England),Bolton,BL4 0RJ
,Other,SRID=4326;POINT (-2.151630228062031 52.51724282722961),United Kingdom,West Midlands (England),Staffordshire,DY3 4DA
,Other,SRID=4326;POINT (-2.771201129340723 53.40084661829275),United Kingdom,North West (England),St. Helens,WA8 5PT
,Hospital,SRID=4326;POINT (-1.080048770937998 52.59457604077362),United Kingdom,East Midlands (England),Leicestershire,LE2 5PN
,Drive through centre,SRID=4326;POINT (-1.600789150584039 51.8363398914853),United Kingdom,South East (England),Oxfordshire,OX7 6DL
,Drive through centre,SRID=4326;POINT (-4.940488181549803 57.80922651977916),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-0.4628134103208064 50.92380896017461),United Kingdom,South East (England),West Sussex,RH20 4QN
,Hospital,SRID=4326;POINT (-0.02975712369486061 53.027066690387),United Kingdom,East Midlands (England),Lincolnshire,PE22 7ET
,GP clinic,SRID=4326;POINT (-4.067726439463073 57.02210031771907),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-1.863631108725573 51.58228721012159),United Kingdom,South West (England),Wiltshire,SN5 4ED
,Drive through centre,SRID=4326;POINT (-3.141166046152971 52.17039279435642),United Kingdom,Wales,Powys,HR5 3PN
,Other,SRID=4326;POINT (-2.952320484676012 55.35062285316084),United Kingdom,Scotland,Scottish Borders,TD9 0PR
,Drive through centre,SRID=4326;POINT (-3.140562821704955 57.38086350215117),United Kingdom,Scotland,Moray,
,Home,SRID=4326;POINT (-1.370630090674323 54.81131272490567),United Kingdom,North East (England),County Durham,SR7 9DJ
,GP clinic,SRID=4326;POINT (-0.1969672024948323 52.38570670008263),United Kingdom,East of England,Cambridgeshire,PE28 2PR
,Drive through centre,SRID=4326;POINT (-3.429486325798809 51.80334510565491),United Kingdom,Wales,Merthyr Tydfil,CF48 2HT
,GP clinic,SRID=4326;POINT (-5.352372416545965 55.67187440506711),United Kingdom,Scotland,North Ayrshire,
,GP clinic,SRID=4326;POINT (-2.070692368417139 57.63463518728977),United Kingdom,Scotland,Aberdeenshire,AB43 7BD
,Hospital,SRID=4326;POINT (0.3027712340587279 51.90118757293572),United Kingdom,East of England,Essex,CM6 2EP
,Other,SRID=4326;POINT (-4.759492842692701 50.55955863650649),United Kingdom,South West (England),Cornwall,PL30 3DS
,Home,SRID=4326;POINT (-1.812948500268321 55.06331553751757),United Kingdom,North East (England),Northumberland,NE20 0EB
,Other,SRID=4326;POINT (-0.8976490140157649 53.71433822514621),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,DN14 8JL
,Drive through centre,SRID=4326;POINT (-7.158971345088164 54.90278808145085),United Kingdom,Northern Ireland,Derry City and Strabane,BT47 4JA
,Home,SRID=4326;POINT (-0.6574550769596526 54.10450235252599),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO17 8BW
,Drive through centre,SRID=4326;POINT (-6.783457905007454 54.99716070198939),United Kingdom,Northern Ireland,Causeway Coast and Glens,BT51 5HD
,GP clinic,SRID=4326;POINT (-4.323555364927628 58.24048484353847),United Kingdom,Scotland,Highland,KW11 6UD
,GP clinic,SRID=4326;POINT (-3.912171636206624 54.82328734945263),United Kingdom,Scotland,Dumfries and Galloway,DG7 1RF
,Hospital,SRID=4326;POINT (-3.334800452279567 54.68837776874834),United Kingdom,North West (England),Cumbria,CA13 0PZ
,Home,SRID=4326;POINT (-2.539761678849682 56.66244339890783),United Kingdom,Scotland,Angus,DD11 4UY
,Drive through centre,SRID=4326;POINT (-0.3516287286020141 53.20439879332763),United Kingdom,East Midlands (England),Lincolnshire,LN3 5UR
,Hospital,SRID=4326;POINT (-4.298652538476675 50.68974439948113),United Kingdom,South West (England),Devon,PL15 9RU
,Hospital,SRID=4326;POINT (-2.849392744292085 55.79606991148965),United Kingdom,Scotland,Scottish Borders,
,Home,SRID=4326;POINT (-2.624049243271549 53.32988688325629),United Kingdom,North West (England),Halton,WA4 4BQ
,Home,SRID=4326;POINT (-2.662395308143829 55.06439562938924),United Kingdom,North West (England),Cumbria,CA6 6PT
,Home,SRID=4326;POINT (-4.094180084721524 57.04173150513758),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-2.368214741548894 53.07426733304685),United Kingdom,North West (England),Cheshire East,CW2 5NU
,Drive through centre,SRID=4326;POINT (-3.504322827799006 51.65594851461073),United Kingdom,Wales,Rhondda Cynon Taf,CF42 6YG
,Home,SRID=4326;POINT (0.01941400043408237 53.11957316722261),United Kingdom,East Midlands (England),Lincolnshire,PE22 8EN
,GP clinic,SRID=4326;POINT (-1.268650007568146 52.27396589453283),United Kingdom,West Midlands (England),Warwickshire,CV23 8AZ
,GP clinic,SRID=4326;POINT (-1.807195021132369 55.11077114311212),United Kingdom,North East (England),Northumberland,NE61 3XJ
,Other,SRID=4326;POINT (-2.098829946135929 52.95031673018874),United Kingdom,West Midlands (England),Staffordshire,ST3 7SS
,GP clinic,SRID=4326;POINT (-1.667742230954406 53.09579516322509),United Kingdom,East Midlands (England),Derbyshire,DE4 4HN
,Hospital,SRID=4326;POINT (-3.913651452330765 56.13978962469456),United Kingdom,Scotland,Stirling,FK9 5QN
,Drive through centre,SRID=4326;POINT (-4.487466267790145 56.20907457892335),United Kingdom,Scotland,Stirling,
,GP clinic,SRID=4326;POINT (0.2567942930353571 51.55285476844551),United Kingdom,London,Havering,RM14 3ET
,Drive through centre,SRID=4326;POINT (0.7409409615275564 50.93278018686981),United Kingdom,South East (England),East Sussex,TN31 7TE
,GP clinic,SRID=4326;POINT (0.5779969607491644 52.28556674041925),United Kingdom,East of England,Suffolk,IP28 6DD
,Drive through centre,SRID=4326;POINT (-1.118153961169985 51.9946627908631),United Kingdom,South East (England),Oxfordshire,NN13 5RR
,Home,SRID=4326;POINT (-1.449240317801574 50.8486672833337),United Kingdom,South East (England),Hampshire,SO42 7YN
,Hospital,SRID=4326;POINT (-3.793965089086843 58.25957350851449),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (-3.146123975466886 54.98788559337773),United Kingdom,Scotland,Dumfries and Galloway,DG12 6TF
,Drive through centre,SRID=4326;POINT (-6.181817839335984 54.56726394059519),United Kingdom,Northern Ireland,Lisburn and Castlereagh,BT28 2PL
,Other,SRID=4326;POINT (-5.024525059815459 58.31560976322034),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (0.007776620487650376 52.16558426163705),United Kingdom,East of England,Cambridgeshire,CB23 1HJ
,Other,SRID=4326;POINT (-2.366778617311578 51.00787170904179),United Kingdom,South West (England),Dorset,SP8 5HR
,Drive through centre,SRID=4326;POINT (-3.664609376853873 57.64318068902127),United Kingdom,Scotland,Moray,
,Drive through centre,SRID=4326;POINT (-1.639262141082508 53.04036358530427),United Kingdom,East Midlands (England),Derbyshire,DE6 1PW
,GP clinic,SRID=4326;POINT (-1.865843344485519 50.77996408195997),United Kingdom,South West (England),Dorset,BH22 8SJ
,GP clinic,SRID=4326;POINT (-7.14606736970936 54.6519285897557),United Kingdom,Northern Ireland,Fermanagh and Omagh,BT79 7QB
,Hospital,SRID=4326;POINT (-2.664383289512327 50.72662255956968),United Kingdom,South West (England),Dorset,DT2 9EJ
,Home,SRID=4326;POINT (-3.332588897843701 55.65891133792882),United Kingdom,Scotland,Scottish Borders,EH45 8PU
,GP clinic,SRID=4326;POINT (-2.756412078910505 53.80082738869879),United Kingdom,North West (England),Lancashire,PR4 0WE
,Other,SRID=4326;POINT (-3.535035356913293 54.97417655442479),United Kingdom,Scotland,Dumfries and Galloway,DG1 4RU
,Home,SRID=4326;POINT (-2.153348393812833 57.55740665981246),United Kingdom,Scotland,Aberdeenshire,AB42 4QR
,Other,SRID=4326;POINT (-4.333669213712019 53.21897141015197),United Kingdom,Wales,Isle of Anglesey,LL62 5PG
,Other,SRID=4326;POINT (-2.213055735431082 50.9900114668976),United Kingdom,South West (England),Dorset,SP7 0AH
,Other,SRID=4326;POINT (-3.572530750153383 57.34814041910454),United Kingdom,Scotland,Highland,PH26 3LG
,Home,SRID=4326;POINT (-0.9951514179952925 52.85869896694275),United Kingdom,East Midlands (England),Nottinghamshire,NG12 3EL
,Hospital,SRID=4326;POINT (-3.974515480113073 56.34203681463405),United Kingdom,Scotland,Perth and Kinross,PH6 2JG
,Home,SRID=4326;POINT (-0.7778300016360102 50.97719587221105),United Kingdom,South East (England),West Sussex,GU29 0JN
,Other,SRID=4326;POINT (-0.1053420823402558 51.16284400945648),United Kingdom,South East (England),Surrey,RH6 9SA
,GP clinic,SRID=4326;POINT (-2.553028589591009 53.15253855033031),United Kingdom,North West (England),Cheshire East,CW7 4DJ
,Hospital,SRID=4326;POINT (-6.609873972618086 57.39565900011925),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (-0.4330789479361332 52.4820690427904),United Kingdom,East Midlands (England),Northamptonshire,PE8 5LD
,Other,SRID=4326;POINT (-2.875555327598148 53.34398700851622),United Kingdom,North West (England),Liverpool,L24 8AD
,Other,SRID=4326;POINT (0.01025515627029883 51.83945946882137),United Kingdom,East of England,Hertfordshire,SG12 7SL
,Hospital,SRID=4326;POINT (0.1378042130946522 51.682965187831),United Kingdom,East of England,Essex,CM16 7NQ
,Drive through centre,SRID=4326;POINT (-2.346440253379613 54.40884928612802),United Kingdom,North West (England),Cumbria,CA17 4JU
,Home,SRID=4326;POINT (-4.974581116255379 50.23415492330597),United Kingdom,South West (England),,TR2 4HT
,GP clinic,SRID=4326;POINT (-2.557927206588027 53.29604237706614),United Kingdom,North West (England),Cheshire West and Chester,CW9 6BJ
,Other,SRID=4326;POINT (-2.982057214255539 53.16728632923972),United Kingdom,Wales,Flintshire,CH4 0SG
,Other,SRID=4326;POINT (-1.364267425341141 53.15237177950689),United Kingdom,East Midlands (England),Derbyshire,S45 8EG
,Drive through centre,SRID=4326;POINT (-2.977947836563712 52.33257727671216),United Kingdom,Wales,Powys,LD7 1NA
,Hospital,SRID=4326;POINT (-1.650018015252753 51.47361454355092),United Kingdom,South West (England),Wiltshire,SN8 2LD
,Home,SRID=4326;POINT (-0.1770077114879092 51.38950226315837),United Kingdom,London,Sutton,SM5 1EN
,Home,SRID=4326;POINT (1.14649195090079 52.13980337767968),United Kingdom,East of England,Suffolk,IP6 9RL
,Home,SRID=4326;POINT (-1.621684485431668 52.7945346207395),United Kingdom,West Midlands (England),Staffordshire,DE15 9GA
,GP clinic,SRID=4326;POINT (-1.297735243123003 53.46881872730549),United Kingdom,Yorkshire and The Humber,Rotherham,S64 5TF
,Other,SRID=4326;POINT (-2.151869526207165 51.82504921773528),United Kingdom,South West (England),Gloucestershire,GL3 4TW
,Other,SRID=4326;POINT (-2.810375938022438 56.53299415914998),United Kingdom,Scotland,Angus,DD5 3WQ
,Home,SRID=4326;POINT (-4.355811380214588 56.80573943917517),United Kingdom,Scotland,Perth and Kinross,
,Other,SRID=4326;POINT (-1.931223691303236 55.16951050416236),United Kingdom,North East (England),Northumberland,NE61 4EE
,Drive through centre,SRID=4326;POINT (-2.909259394414214 55.45298425369514),United Kingdom,Scotland,Scottish Borders,
,Home,SRID=4326;POINT (-1.907601796470131 52.32014434856429),United Kingdom,West Midlands (England),Worcestershire,B98 9JU
,Drive through centre,SRID=4326;POINT (-0.9608314098098996 51.61942745203409),United Kingdom,South East (England),Oxfordshire,OX49 5HP
,Hospital,SRID=4326;POINT (-1.730074859654014 53.37416703782358),United Kingdom,East Midlands (England),Derbyshire,S33 0AX
,Drive through centre,SRID=4326;POINT (-4.235160588766719 53.24533688529096),United Kingdom,Wales,Isle of Anglesey,LL61 6PH
,Drive through centre,SRID=4326;POINT (-4.235432587455533 52.0425859832781),United Kingdom,Wales,Ceredigion,SA39 9LL
,Drive through centre,SRID=4326;POINT (-3.936528728827525 57.05830488577219),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-2.636375266544412 54.69531745476553),United Kingdom,North West (England),Cumbria,CA10 1NZ
,Home,SRID=4326;POINT (-0.7748235445990668 54.49273382887701),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO21 2BQ
,Other,SRID=4326;POINT (-0.2892266142057851 52.34184207425958),United Kingdom,East of England,Cambridgeshire,PE28 0DA
,Other,SRID=4326;POINT (-3.502188627813546 50.65743621809597),United Kingdom,South West (England),Devon,EX6 8ES
,GP clinic,SRID=4326;POINT (-1.875662318222751 51.242804722919),United Kingdom,South West (England),Wiltshire,
,Hospital,SRID=4326;POINT (-2.682150767449292 52.49783301308926),United Kingdom,West Midlands (England),Shropshire,SY7 9HG
,Other,SRID=4326;POINT (-2.99623731534149 56.26825936738622),United Kingdom,Scotland,Fife,KY15 5PL
,Drive through centre,SRID=4326;POINT (-0.42539559721952 51.2431855035966),United Kingdom,South East (England),Surrey,RH5 6SZ
,Other,SRID=4326;POINT (-5.196555006658919 55.45034687649224),United Kingdom,Scotland,North Ayrshire,KA27 8SJ
,Other,SRID=4326;POINT (-3.098141236275694 53.37618941275085),United Kingdom,North West (England),Wirral,CH49 5PB
,Drive through centre,SRID=4326;POINT (-3.500884731839424 58.47626406778667),United Kingdom,Scotland,Highland,KW12 6UN
,Drive through centre,SRID=4326;POINT (-2.600576318536494 54.20297141783306),United Kingdom,North West (England),Cumbria,LA6 2JU
,Other,SRID=4326;POINT (-4.401588563688173 50.45523857516646),United Kingdom,South West (England),Cornwall,PL14 3RF
,Drive through centre,SRID=4326;POINT (-5.050315592466479 56.56984331953331),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-3.794094135504245 56.39170435680747),United Kingdom,Scotland,Perth and Kinross,PH7 3NE
,GP clinic,SRID=4326;POINT (-5.179364949120595 56.81162223165803),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (-4.648161771507958 58.34539374274165),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-2.723950052565068 55.16042307586986),United Kingdom,North West (England),Cumbria,TD9 0TU
,Drive through centre,SRID=4326;POINT (-4.860980120117079 58.3226988467103),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-2.737878375164251 53.47725489973622),United Kingdom,North West (England),St. Helens,WA11 7DE
,Drive through centre,SRID=4326;POINT (-2.835281168997339 53.91757144249506),United Kingdom,North West (England),Lancashire,PR3 0LB
,GP clinic,SRID=4326;POINT (-1.489119565369691 52.86621633284582),United Kingdom,East Midlands (England),Derbyshire,DE73 7LJ
,Drive through centre,SRID=4326;POINT (-3.987154954086 55.17020119093382),United Kingdom,Scotland,Dumfries and Galloway,DG3 4ER
,Hospital,SRID=4326;POINT (-3.423660935500356 54.54189254614703),United Kingdom,North West (England),Cumbria,CA26 3YA
,Hospital,SRID=4326;POINT (-2.111476773913965 57.47138302089895),United Kingdom,Scotland,Aberdeenshire,AB41 8TA
,Hospital,SRID=4326;POINT (-0.9577334624631222 53.91335015924385),United Kingdom,Yorkshire and The Humber,York,YO41 4AZ
,Drive through centre,SRID=4326;POINT (0.6216823873950812 52.76062786558582),United Kingdom,East of England,Norfolk,PE32 2HL
